timestep,question ,action_node_id, bubble_size, bubble_scale, image_name, question, option1, option2,body_coords
task1_6_2_0-4_trial_96_23,Show me right wrist,11,1,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_24,Show me right elbow,10,2,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_25,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_26,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_27,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_96_28,Show me left hip,20,1,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_6_2_0-4_trial_97_1,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_97_2,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_97_3,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_97_4,Show me head,12,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_97_5,Show me right shoulder,9,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_97_6,Show me right knee,18,2,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_97_7,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_6_2_0-4_trial_98_1,Show me head,12,0,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_98_2,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_98_3,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_98_4,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_98_5,Show me Left Leg,8,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_98_6,Show me left elbow,15,1,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_98_7,Show me left knee,21,2,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_98_8,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_98_9,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_98_10,Show me right knee,18,2,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_6_2_0-4_trial_99_1,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_2,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_3,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_4,Show me right knee,18,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_5,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_6,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_7,Show me Left Arm,6,2,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_8,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_9,Show me left ankle,22,1,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_10,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_11,Show me right ankle,19,2,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_12,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_13,Show me Left Arm,6,2,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_14,Show me right elbow,10,2,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_15,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_16,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_17,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_18,Show me left elbow,15,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_19,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_20,Show me rigth hip,17,2,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_21,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_22,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_23,Show me left hip,20,2,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_24,Show me left ankle,22,2,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_25,Show me rigth hip,17,2,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_26,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_27,Show me left shoulder,14,2,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_99_28,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_6_2_0-4_trial_100_1,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_2,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_3,Show me Torso,5,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_4,Show me right elbow,10,2,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_5,Show me rigth hip,17,0,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_6,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_7,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_8,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_9,Show me left hip,20,2,1,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_10,Show me head,12,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_11,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_12,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_13,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_14,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_15,Show me Upper Body,2,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_16,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_17,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_18,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_19,Show me Upper Body,2,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_20,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_21,Show me rigth hip,17,2,0,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_22,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_23,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_24,Show me left wrist,16,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
task1_6_2_0-4_trial_100_25,Show me rigth hip,17,1,2,Task1_6.png,Is the person in the image running or walking?,Running,Walking,task1_img6_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_8_2_0-4_trial_1_1,Show me left wrist,16,1,2,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_1_2,Show me left wrist,16,1,2,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_1_3,Show me left wrist,16,1,2,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_1_4,Show me right knee,18,1,2,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_1_5,Show me left wrist,16,1,2,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_1_6,Show me left wrist,16,1,2,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_1_7,Show me left wrist,16,1,2,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_1_8,Show me left knee,21,1,2,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_1_9,Show me right wrist,11,2,2,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_1_10,Show me left wrist,16,1,2,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_8_2_0-4_trial_2_1,Show me neck,13,1,2,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_2_2,Show me Left Leg,8,0,1,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_2_3,Show me left wrist,16,1,2,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_2_4,Show me left wrist,16,1,2,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_2_5,Show me right ankle,19,0,1,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_2_6,Show me left wrist,16,1,2,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_2_7,Show me left ankle,22,0,2,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_2_8,Show me rigth hip,17,0,1,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_2_9,Show me Lower Body,3,1,0,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_2_10,Show me left wrist,16,1,2,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_2_11,Show me Left Leg,8,0,1,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_2_12,Show me left wrist,16,1,2,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_2_13,Show me Lower Body,3,1,0,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_2_14,Show me left wrist,16,1,2,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_2_15,Show me Upper Body,2,1,2,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_2_16,Show me left knee,21,2,1,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_2_17,Show me left wrist,16,1,2,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_2_18,Show me left hip,20,2,1,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
task1_8_2_0-4_trial_2_19,Show me left wrist,16,1,2,Task1_8.png,Is the person in the image running or walking?,Running,Walking,task1_img8_all_layer_coords.csv
