timestep,question ,action_node_id, bubble_size, bubble_scale, image_name, question, option1, option2, structure, discourse
task1_5_2_0-8_trial_64_15,Show me Left Leg,8,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_64_16,Show me left wrist,16,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_64_17,Show me left elbow,15,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_64_18,Show me Full Body,1,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
-1,-1,-1,-1,-1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, NA
task1_5_2_0-8_trial_65_1,Show me right knee,18,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_65_2,Show me Left Arm,6,2,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_65_3,Show me rigth hip,17,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_65_4,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_65_5,Show me neck,13,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_65_6,Show me right elbow,10,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_65_7,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_65_8,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, recurrence
task1_5_2_0-8_trial_65_9,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, recurrence
task1_5_2_0-8_trial_65_10,Show me Full Body,1,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
-1,-1,-1,-1,-1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, NA
task1_5_2_0-8_trial_66_1,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_66_2,Show me right elbow,10,2,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_66_3,Show me left elbow,15,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_66_4,Show me Right Arm,4,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
-1,-1,-1,-1,-1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, NA
task1_5_2_0-8_trial_67_1,Show me left knee,21,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_2,Show me right wrist,11,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_3,Show me left ankle,22,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_4,Show me left knee,21,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_5,Show me Left Leg,8,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
task1_5_2_0-8_trial_67_6,Show me Torso,5,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_7,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_8,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, recurrence
task1_5_2_0-8_trial_67_9,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, recurrence
task1_5_2_0-8_trial_67_10,Show me Full Body,1,2,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_11,Show me left ankle,22,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_12,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_13,Show me Right Arm,4,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_14,Show me right elbow,10,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, topdown, sequence
task1_5_2_0-8_trial_67_15,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_16,Show me left knee,21,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_17,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_18,Show me Left Arm,6,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
task1_5_2_0-8_trial_67_19,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, topdown, sequence
task1_5_2_0-8_trial_67_20,Show me head,12,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_21,Show me Full Body,1,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_22,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_23,Show me Right Arm,4,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_24,Show me left knee,21,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_25,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_26,Show me right elbow,10,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_27,Show me left knee,21,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_28,Show me Left Leg,8,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
task1_5_2_0-8_trial_67_29,Show me head,12,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_30,Show me right wrist,11,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_31,Show me Left Arm,6,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_32,Show me Left Arm,6,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, elaboration
task1_5_2_0-8_trial_67_33,Show me left hip,20,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_34,Show me Full Body,1,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_35,Show me right shoulder,9,2,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_36,Show me right elbow,10,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_67_37,Show me left elbow,15,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
-1,-1,-1,-1,-1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, NA
task1_5_2_0-8_trial_68_1,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_2,Show me Right Leg,7,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_3,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_4,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, recurrence
task1_5_2_0-8_trial_68_5,Show me Lower Body,3,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_6,Show me Lower Body,3,2,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, summary
task1_5_2_0-8_trial_68_7,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_8,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, recurrence
task1_5_2_0-8_trial_68_9,Show me right knee,18,2,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_10,Show me left ankle,22,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_11,Show me Right Arm,4,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_12,Show me left shoulder,14,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_13,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_14,Show me Full Body,1,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_15,Show me left elbow,15,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_16,Show me left ankle,22,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_17,Show me left wrist,16,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_18,Show me left elbow,15,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_19,Show me right elbow,10,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_20,Show me head,12,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_21,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_22,Show me Upper Body,2,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_23,Show me right knee,18,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_24,Show me left hip,20,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_25,Show me left shoulder,14,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_26,Show me right shoulder,9,2,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_27,Show me left hip,20,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_28,Show me left hip,20,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, elaboration
task1_5_2_0-8_trial_68_29,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_30,Show me Lower Body,3,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_31,Show me left wrist,16,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_68_32,Show me left wrist,16,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, restatement
task1_5_2_0-8_trial_68_33,Show me rigth hip,17,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
-1,-1,-1,-1,-1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, NA
task1_5_2_0-8_trial_69_1,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_69_2,Show me Right Leg,7,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_69_3,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_69_4,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, alpha, recurrence
task1_5_2_0-8_trial_69_5,Show me right wrist,11,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_69_6,Show me Full Body,1,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
-1,-1,-1,-1,-1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, NA
task1_5_2_0-8_trial_70_1,Show me Left Arm,6,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_70_2,Show me left shoulder,14,1,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, topdown, sequence
task1_5_2_0-8_trial_70_3,Show me right wrist,11,1,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_70_4,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_70_5,Show me left knee,21,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_70_6,Show me left wrist,16,2,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_70_7,Show me left ankle,22,2,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_70_8,Show me left wrist,16,1,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_70_9,Show me Upper Body,2,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_70_10,Show me left ankle,22,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_70_11,Show me right wrist,11,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_70_12,Show me rigth hip,17,2,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_70_13,Show me left hip,20,0,2,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_70_14,Show me left wrist,16,0,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_70_15,Show me right elbow,10,2,1,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
task1_5_2_0-8_trial_70_16,Show me left elbow,15,0,0,Task1_5.png,Is the person in the image running or walking?,Running,Walking, NA, sequence
